10 0
110 0
210 0
310 0
410 0
510 0
610 0
710 0
810 0
910 0
1010 0
1110 0
1210 0
1310 0
1410 0
1510 0
1610 999
1710 0
1810 0
1910 0
2010 1000
2110 0
2210 0
2310 1000
2410 0
2510 0
2610 999
2710 0
2810 1002
2910 997
3010 0
3110 1000
3210 1000
3310 997
3410 0
3510 1000
3610 1000
3710 1000
3810 1000
3910 0
4010 1003
4110 997
4210 999
4310 0
4410 1000
4510 997
4610 1000
4710 1000
4810 0
4910 1000
5010 1000
5110 1000
5210 1002
5310 1000
5410 995
5510 1000
5610 1002
5710 1000
5810 1002
5910 997
6010 997
6110 1000
6210 2000
6310 1000
6410 1000
6510 1000
6610 1000
6710 2001
6810 995
6910 1002
7010 999
7110 2001
7210 1000
7310 1000
7410 2004
7510 997
7610 1998
7710 1000
7810 1000
7910 2001
8010 997
8110 2007
8210 992
8310 2000
8410 1000
8510 999
8610 2001
8710 1000
8810 1998
8910 2000
9010 1000
9110 2000
9210 2000
9310 1000
9410 1000
9510 2001
9610 1998
9710 2000
9810 2005
9910 1000
10010 1002
