10 0
110 0
210 0
310 0
410 0
510 1003
610 0
710 999
810 1000
910 2000
1010 1003
1110 3995
1210 3000
1310 4003
1410 4997
1510 4996
1610 6001
1710 6000
1810 5998
1910 8004
2010 6995
2110 7001
2210 9001
2310 10000
2410 8999
2510 11003
2610 11998
2710 11993
2810 13001
2910 13998
3010 16001
3110 15998
3210 17000
3310 18999
3410 18999
3510 21000
3610 21999
3710 22999
3810 24000
3910 25999
4010 26999
4110 29000
4210 29000
4310 32003
4410 34997
4510 33999
4610 35000
4710 41002
4810 38997
4910 39998
5010 42000
5110 42999
5210 46004
5310 47995
5410 49000
5510 50000
5610 53000
5710 54997
5810 56001
5910 58999
6010 59999
6110 62001
6210 63997
6310 67000
6410 70999
6510 71000
6610 72997
6710 75999
6810 79001
6910 80000
7010 82000
7110 84000
7210 86999
7310 89002
7410 91996
7510 93998
7610 100001
7710 99001
7810 102002
7910 104997
8010 106997
8110 110000
8210 113000
8310 129000
8410 118999
8510 124001
8610 123998
8710 133000
8810 132003
8910 133003
9010 142994
9110 139000
9210 148999
9310 156006
9410 153993
9510 152002
9610 153996
9710 158000
9810 160000
9910 164000
10010 167000
