10 0
510 0
1010 0
1510 0
2010 0
2510 0
3010 1000
3510 1000
4010 1000
4510 0
5010 1000
5510 999
6010 1000
6510 1002
7010 1000
7510 1000
8010 1005
8510 2003
9010 1994
9510 2000
10010 2003
10510 2997
11010 3000
11510 2000
12010 2001
12510 2997
13010 2997
13510 3000
14010 3000
14510 2998
15010 3001
15510 2998
16010 4000
16510 4000
17010 4002
17510 3998
18010 2997
18510 3998
19010 4000
19510 3998
20010 5000
20510 5002
21010 4997
21510 5000
22010 5000
22510 3995
23010 5000
23510 6000
24010 5998
24510 6000
25010 6000
25510 4997
26010 5998
26510 6000
27010 5998
27510 7000
28010 7000
28510 7001
29010 6999
29510 6999
30010 7000
30510 6999
31010 7000
31510 6999
32010 7000
32510 8000
33010 8000
33510 8002
34010 7997
34510 8000
35010 9001
35510 8998
36010 8000
36510 8999
37010 9001
37510 9998
38010 10000
38510 10000
39010 10000
39510 10000
40010 10000
40510 10999
41010 10000
41510 10000
42010 10999
42510 10999
43010 12000
43510 12000
44010 10999
44510 11001
45010 11998
45510 12000
46010 11998
46510 11997
47010 13998
47510 13001
48010 13001
48510 12000
49010 13001
49510 12999
50010 12996
50510 13001
51010 13998
51510 13998
52010 14002
52510 14996
53010 14000
53510 15001
54010 14999
54510 14999
55010 14999
55510 15998
56010 16000
56510 16000
57010 15998
57510 17000
58010 16997
58510 17000
59010 16001
59510 17000
60010 18000
60510 17999
61010 17999
61510 17999
62010 18000
62510 17996
63010 18996
63510 18999
64010 18996
64510 18998
65010 19998
65510 22003
66010 18996
66510 20000
67010 19998
67510 19994
68010 21000
68510 21000
69010 21000
69510 21000
70010 21003
70510 22002
71010 22997
71510 22998
72010 21996
72510 22000
73010 22999
73510 30002
74010 23001
74510 23001
75010 24001
75510 23998
76010 22999
76510 25003
77010 23997
77510 23998
78010 24000
78510 24996
79010 25001
79510 25000
80010 25003
80510 24997
81010 26000
81510 26000
82010 27002
82510 25999
83010 27002
83510 26998
84010 26999
84510 26999
85010 28000
85510 27998
86010 27998
86510 28999
87010 29000
87510 27998
88010 28999
88510 28999
89010 29999
89510 28999
90010 30998
90510 30999
91010 29999
91510 30998
92010 30998
92510 36998
93010 30998
93510 31998
94010 33000
94510 33000
95010 32001
95510 32002
96010 33001
96510 33999
97010 33001
97510 33999
98010 33000
98510 34997
99010 35000
99510 35999
